100,16.6,1160.76,17.72453851,1060.660982
200,22.41,2559.72,25.06628275,2397.584571
400,35.48,5756.48,35.44907702,5348.688758
800,50.31,12628,50.13256549,11805.41394
1600,66.53,28156.57,70.89815404,25827.89933
3200,98.83,58651.76,100.265131,56090.94085
